nome,valor_venda,url,downloaded
Casa Maxximo Gardem,1650000,https://www.wimoveis.com.br/propriedades/casa-maxximo-gardem-2948225363.html,False
Casa A Venda / Condomínio Império Dos Nobres / Sobradinho - Df / 03 Quartos / Salão para Academia / Br,850000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-imperio-dos-nobres-2948800901.html,False
"Casa De Alto Padrão Com 4 Suítes Mais Casa Secundária no Park Way Quadra 13, Conj 5 – Cond. Horizont",2650000,https://www.wimoveis.com.br/propriedades/casa-de-alto-padrao-com-4-suites-mais-casa-secundaria-2948814160.html,False
Condomínio Morada De Deus - 150 m² De Área Construída - 2 Quartos - Linda Vista!,350000,https://www.wimoveis.com.br/propriedades/condominio-morada-de-deus-150-m-sup2--de-area-2949427268.html,False
Sres Quadra 12 Estuda Permuta,1570000,https://www.wimoveis.com.br/propriedades/sres-quadra-12-estuda-permuta-2940605792.html,False
Casa - Taguatinga Norte,580000,https://www.wimoveis.com.br/propriedades/casa-taguatinga-norte-2948854397.html,False
Guara Park! Linda. Charmosa. Lotão De 800 m,650000,https://www.wimoveis.com.br/propriedades/guara-park!-linda.-charmosa.-lotao-de-800-m-2948072142.html,False
Qi 05 3 Quartos - Financiamento /fgts,535000,https://www.wimoveis.com.br/propriedades/qi-05-3-quartos-financiamento-fgts-2948532369.html,False
Colonia Agrícola Samambaia Casa Duplex 3 Suítes Aceita Permuta,750000,https://www.wimoveis.com.br/propriedades/colonia-agricola-samambaia-casa-duplex-3-suites-aceita-2949144232.html,False
"Casa Nova E Moderna, 3 Quartos Suite Master Com Closet",999000,https://www.wimoveis.com.br/propriedades/casa-nova-e-moderna-3-quartos-suite-master-com-closet-2933751252.html,False
"Casa Com Estilo Arquitetônico, 767 m² Construídos, Alta Qualidade no Lago Sul",1790000,https://www.wimoveis.com.br/propriedades/casa-com-estilo-arquitetonico-767-m-sup2-2941439142.html,False
Shin Qi 12 Casa Recém Construída 4 Suítes Lago Norte Brasília Df,2490000,https://www.wimoveis.com.br/propriedades/shin-qi-12-casa-recem-construida-4-suites-lago-norte-2948720648.html,False
Sha Arniqueiras - Casa De 1 Quarto - Lote 400 m² - Oportunidade,260000,https://www.wimoveis.com.br/propriedades/sha-arniqueiras-casa-de-1-quarto-lote-400-m-sup2-2948549312.html,False
Casa - Lago Norte,3500000,https://www.wimoveis.com.br/propriedades/casa-lago-norte-2949246528.html,False
"Residencial Mônaco, Casa Aconchegante E Térrea Com 3 Quartos.",850000,https://www.wimoveis.com.br/propriedades/residencial-monaco-casa-aconchegante-e-terrea-com-3-2949507556.html,False
"Shis Qi 05, Casa Nova E Moderna, Lago Sul, 4 Suites",2700000,https://www.wimoveis.com.br/propriedades/shis-qi-05-casa-nova-e-moderna-lago-sul-4-suites-2940930265.html,False
Jardim América/go - Sobrado 4 Quartos Suite,389000,https://www.wimoveis.com.br/propriedades/jardim-america-go-sobrado-4-quartos-suite-2947225719.html,False
"Casa Com 4 Dormitórios à Venda, 590 m² Por R$3.200.000 - Setor Habitacional Jardim Botânico - Br",3200000,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-a-venda-590-m-sup2--por-2948656895.html,False
Casa Venda Jardim Botânico Terreno 800 m² - Condominio Privê Morada Sul,750000,https://www.wimoveis.com.br/propriedades/casa-venda-jardim-botanico-terreno-800-m-sup2--2931449073.html,False
Casa De 04 Quartos / Estuda Proposta Por Apto De 03 Qtos em Aguas Claras,890000,https://www.wimoveis.com.br/propriedades/casa-de-04-quartos-estuda-proposta-por-apto-de-03-2945096976.html,False
* Casa - Região Do Lagos - Condomínio Recanto Real*,1450000,https://www.wimoveis.com.br/propriedades/-casa-regiao-do-lagos-condominio-recanto-real-2947058646.html,False
Linda Casa no Condomínio Estância Jardim Botânico Perto De Tudo! Elevador 04 Quartos Sendo 02 Suíte,1690000,https://www.wimoveis.com.br/propriedades/linda-casa-no-condominio-estancia-jardim-botanico-2948800902.html,False
Smln Mi Trecho 13 - 4 Quartos Suítes Lazer,1400000,https://www.wimoveis.com.br/propriedades/smln-mi-trecho-13-4-quartos-suites-lazer-2946724683.html,False
Casa 03 Quartos - Rua 10 Vicente Pires Df,650000,https://www.wimoveis.com.br/propriedades/casa-03-quartos-rua-10-vicente-pires-df-2949009714.html,False
Qe 34 - Sobrado De Esquina 5 Quartos,990000,https://www.wimoveis.com.br/propriedades/qe-34-sobrado-de-esquina-5-quartos-2943781311.html,False
Casa Maravilhosa A Venda / Condomínio Alto Da Boa Vista / 5 Quartos / Churrasqueira / Piscina Aqueci,1290000,https://www.wimoveis.com.br/propriedades/casa-maravilhosa-a-venda-condominio-alto-da-boa-2945541761.html,False
Qe 38 Desocupada Aceita Financiamento Quintal 2 Garagens,350000,https://www.wimoveis.com.br/propriedades/qe-38-desocupada-aceita-financiamento-quintal-2-2949237163.html,False
Sua Casa Pronta! Escritura E Financiamento - Maxximo Garden,750000,https://www.wimoveis.com.br/propriedades/sua-casa-pronta!-escritura-e-financiamento-maxximo-2945036693.html,False
Shis Ql 06 Casa Com 7 Dormitórios à Venda Lago Sul Brasília Df,3600000,https://www.wimoveis.com.br/propriedades/shis-ql-06-casa-com-7-dormitorios-a-venda-lago-sul-2945213653.html,False
"Casa Nova E Moderna, 3 Quartos Suite Master Com Closet",999000,https://www.wimoveis.com.br/propriedades/casa-nova-e-moderna-3-quartos-suite-master-com-closet-2936466615.html,False
Casa 4 Quartos no Recanto Das Emas,265000,https://www.wimoveis.com.br/propriedades/casa-4-quartos-no-recanto-das-emas-2948752905.html,False
"Casa Com 4 Dormitórios à Venda, 468 m² Por R$3.280.000 - Setor De Mansões Dom Bosco - Brasília/d",3160000,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-a-venda-468-m-sup2--por-2946866597.html,False
Excelente Casa! Estudo Imóvel Águas Claras!,980000,https://www.wimoveis.com.br/propriedades/excelente-casa!-estudo-imovel-aguas-claras!-2941998355.html,False
Casa 04 Suítes - Rua 1 Joquei - Vicente Pires Df,1200000,https://www.wimoveis.com.br/propriedades/casa-04-suites-rua-1-joquei-vicente-pires-df-2947656019.html,False
Casa A Venda / Condomínio Império Dos Nobres / 4 Quartos / Varanda / Região Dos Lagos,600000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-imperio-dos-nobres-4-2946163621.html,False
Casa 04 Quartos Condomínio Jardim Europa 2/churrasqueira/esquina/próximo A Portaria,640000,https://www.wimoveis.com.br/propriedades/casa-04-quartos-condominio-jardim-europa-2940043868.html,False
Sua Casa Pronta! Do Terreno Às Chaves - Financiamento - Smpw Qd 17 Park Way,1175000,https://www.wimoveis.com.br/propriedades/sua-casa-pronta!-do-terreno-as-chaves-financiamento-2944549779.html,False
Jardins Do Lago Quadra 01 - 04 Suítes Arquitetura Integrada,2450000,https://www.wimoveis.com.br/propriedades/jardins-do-lago-quadra-01-04-suites-arquitetura-2949180796.html,False
"Shis Qi 26 - Denise Zuba, Vista Lago! 98407 - 9482",8500000,https://www.wimoveis.com.br/propriedades/shis-qi-26-denise-zuba-vista-lago!-98407-9482-2948997125.html,False
"Qe 34 Linda, na Laje Terreno De 200 m²",790000,https://www.wimoveis.com.br/propriedades/qe-34-linda-na-laje-terreno-de-200-m-sup2-2945815029.html,False
"Oportunidade, Vdo Casa Desocupada em Uma Das Melhores Localização Do Lago Sul",2750000,https://www.wimoveis.com.br/propriedades/oportunidade-vdo-casa-desocupada-em-uma-das-melhores-2948856461.html,False
Maravilhosa Casa no Ville De Montagne!,1600000,https://www.wimoveis.com.br/propriedades/maravilhosa-casa-no-ville-de-montagne!-2948103807.html,False
Smpw Quadra 15 - A Casa Mais Bela Do Park Way!,3900000,https://www.wimoveis.com.br/propriedades/smpw-quadra-15-a-casa-mais-bela-do-park-way!-2941481011.html,False
"Excelente Casa A Venda no Condomínio Vivendas Bela Vista, 3 Suítes, Churrasqueira, Piscina Aquecida.",920000,https://www.wimoveis.com.br/propriedades/excelente-casa-a-venda-no-condominio-vivendas-bela-2947742471.html,False
"Jardim Botânico - Casa Com 500 m², 4 Quartos, 1 Suíte.",690000,https://www.wimoveis.com.br/propriedades/jardim-botanico-casa-com-500-m-sup2--4-quartos-1-2948547760.html,False
Condomínio Ville De Montagne - 4 Qts - 2 Suítes - Lazer Completo - Linda Vista!,1460000,https://www.wimoveis.com.br/propriedades/condominio-ville-de-montagne-4-qts-2-suites-2943461304.html,False
"Casa Com 5 Dormitórios à Venda, 400 m² Por R$1.500.000 - Setor Habitacional Samambaia - Vicente Pir",1500000,https://www.wimoveis.com.br/propriedades/casa-com-5-dormitorios-a-venda-400-m-sup2--por-2947767547.html,False
Casa A Venda / Condomínio Alto Da Boa Vista / 3 Quartos / Churrasqueira / Sobradinho /aceita Financi,750000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-alto-da-boa-vista-3-2945255210.html,False
Shis Qi 23,2700000,https://www.wimoveis.com.br/propriedades/shis-qi-23-2948351491.html,False
Belíssimo Imóvel - Qi 7 Lago Sul,3500000,https://www.wimoveis.com.br/propriedades/belissimo-imovel-qi-7-lago-sul-2946525027.html,False
Smdb 04 Colina - Sua Casa Pronta! Do Terreno Às Chaves - Financiamento - Lago Sul,3012500,https://www.wimoveis.com.br/propriedades/smdb-04-colina-sua-casa-pronta!-do-terreno-as-chaves-2949106826.html,False
Casa A Venda / Condomínio Rk / 03 Suítes / Piscina / Churrasqueira / Região Dos Lagos,1120000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-rk-03-suites-piscina-2943884939.html,False
Qe 38 - Sobrado - Reformado - Guará II,650000,https://www.wimoveis.com.br/propriedades/qe-38-sobrado-reformado-guara-ii-2948090943.html,False
Casa A Venda Condomínio Solar De Athenas / 04 Quartos/ Grande Colorado Sobradinho Df,630000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-solar-de-athenas-04-quartos-2935533316.html,False
Localização Privilegiada - Smdb Conjunto 9,2100000,https://www.wimoveis.com.br/propriedades/localizacao-privilegiada-smdb-conjunto-9-2948929814.html,False
Cinematográfica! 98407 - 9482,8000000,https://www.wimoveis.com.br/propriedades/cinematografica!-98407-9482-2948997066.html,False
Casa Nova no Condomínio Ouro Vermelho II,520000,https://www.wimoveis.com.br/propriedades/casa-nova-no-condominio-ouro-vermelho-ii-2944308755.html,False
Unidade C,1600000,https://www.wimoveis.com.br/propriedades/unidade-c-2936656788.html,False
Casa A Venda Condomínio Vivendas Lago Azul / Grande Colorado Sobradinho Df / 04 Quartos Sendo 3 Suí,539000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-vivendas-lago-azul-grande-2938569929.html,False
Casa - Lago Sul,2800000,https://www.wimoveis.com.br/propriedades/casa-lago-sul-2946899182.html,False
Cinematográfica! Nova E Moderna! 98407 - 9482,1890000,https://www.wimoveis.com.br/propriedades/cinematografica!-nova-e-moderna!-98407-9482-2948997067.html,False
Casa De Novela Ponte Alta Norte Ac/ Troca 99202 - 5309.,1650000,https://www.wimoveis.com.br/propriedades/casa-de-novela-ponte-alta-norte-ac-troca-99202-2948309249.html,False
Casa - Setor De Habitações Individuais Sul,6200000,https://www.wimoveis.com.br/propriedades/casa-setor-de-habitac-es-individuais-sul-2945571272.html,False
4 Suítes Piscina Alto Da Boa Vista,790000,https://www.wimoveis.com.br/propriedades/4-suites-piscina-alto-da-boa-vista-2949145962.html,False
Sua Casa Pronta! Do Terreno Às Chaves - Financiamento - Smpw Qd 26 Park Way,1150000,https://www.wimoveis.com.br/propriedades/sua-casa-pronta!-do-terreno-as-chaves-financiamento-2944497433.html,False
Casa - Condomínio Privê,785000,https://www.wimoveis.com.br/propriedades/casa-condominio-prive-2948695862.html,False
Shin Qi 01 Casa Com 5 Suítes à Venda Reformada Alto Padrão Lago Norte Brasília Df,2390000,https://www.wimoveis.com.br/propriedades/shin-qi-01-casa-com-5-suites-a-venda-reformada-alto-2947773664.html,False
Exuberante! Exclusiva!,24000000,https://www.wimoveis.com.br/propriedades/exuberante!-exclusiva!-2933727176.html,False
Sua Casa Pronta! Do Terreno Às Chaves - Financiamento - Shin Qi 07,2132500,https://www.wimoveis.com.br/propriedades/sua-casa-pronta!-do-terreno-as-chaves-financiamento-2944378864.html,False
"Park Way, Smpw 26 - Belíssima Casa Com 454 m² Com Habite - Se!",1740000,https://www.wimoveis.com.br/propriedades/park-way-smpw-26-belissima-casa-com-454-m-sup2--com-2946291604.html,False
Residência Nova E De Alto Padrão na Melhor Localização Do Park Way,3490000,https://www.wimoveis.com.br/propriedades/residencia-nova-e-de-alto-padrao-na-melhor-localizacao-2943697474.html,False
Projetada Pelo Arquiteto Ney Lima.,6950000,https://www.wimoveis.com.br/propriedades/projetada-pelo-arquiteto-ney-lima.-2947566679.html,False
"Vende - Se Ótima Casa De 3 Quartos no (Jardins Mangueiral), Por R$420.000 (Aceita Financiamento)",420000,https://www.wimoveis.com.br/propriedades/vende-se-otima-casa-de-3-quartos-no-jardins-2945962305.html,False
Casa A Venda / Condomínio Vivendas Friburgo / 4 Quartos / Grande Colorado / Sobradinho - Df,699000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-vivendas-friburgo-4-2947954512.html,False
"Smpw Quadra 29 – Casa 5qts, 410 m², Terreno De 9500 m² - Com Habite - Se!",1250000,https://www.wimoveis.com.br/propriedades/smpw-quadra-29-casa-5qts-410-m-sup2--terreno-de-2941494405.html,False
"Condomínio Mansões Entrelagos Vendo 02 Casas Com 03 Quartos Cada, Total De 450 m² De Área Construída",490000,https://www.wimoveis.com.br/propriedades/condominio-mans-es-entrelagos-vendo-02-casas-com-03-2946947811.html,False
Casa A Venda / Condomínio Recanto Real / Região Dos Lagos / Escriturada / 04 Suítes / Churrasqueira,1450000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-recanto-real-regiao-dos-2948631340.html,False
Smpw Quadra 05 - Sobrado 4 Suítes Lazer,2600000,https://www.wimoveis.com.br/propriedades/smpw-quadra-05-sobrado-4-suites-lazer-2944950334.html,False
Residencial Jardins Do Lago Quadra 1,3100000,https://www.wimoveis.com.br/propriedades/residencial-jardins-do-lago-quadra-1-2944866500.html,False
Shin Ql 05,2300000,https://www.wimoveis.com.br/propriedades/shin-ql-05-2943262262.html,False
"Casa Com 4 Dormitórios à Venda, 400 m² Por R$1.590.000 - Setor Habitacional Jardim Botânico - Br",1590000,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-a-venda-400-m-sup2--por-2948656883.html,False
"Casa Com 281 m², 04 Quartos, 02 Suites, Dce, 02 Vagas.",890000,https://www.wimoveis.com.br/propriedades/casa-com-281-m-sup2--04-quartos-02-suites-dce-02-2941586612.html,False
"Condomínio Mansões Itaipu - Excelente Casa! 4 Qts, Sendo 2 Suítes + Escritório",890000,https://www.wimoveis.com.br/propriedades/condominio-mans-es-itaipu-excelente-casa!-4-qts-2931134981.html,False
Belíssima Residência no Park Way Q.12 (Mobiliada!),4000000,https://www.wimoveis.com.br/propriedades/belissima-residencia-no-park-way-q.12-mobiliada!-2945504415.html,False
Condomínio Mansões Itaipu - Excelente Casa! 4 Suítes - Oportunidade!,1299000,https://www.wimoveis.com.br/propriedades/condominio-mans-es-itaipu-excelente-casa!-4-suites-2946233583.html,False
Condomínio Ville Montagne - Térrea - 4 Quartos - Área De Lazer - Regularizada!,1450000,https://www.wimoveis.com.br/propriedades/condominio-ville-montagne-terrea-4-quartos-area-2944831295.html,False
"Casa Com 500 m² em Terreno De 2500 m², 04 Quartos, 02 Suítes, 02 Salas, Dce, Área De Lazer Completa. A",1495000,https://www.wimoveis.com.br/propriedades/casa-com-500-m-sup2--em-terreno-de-2500-m-sup2--04-2947201380.html,False
Linda Casa! Qsc 19 - Taguatinga. Aceita Permuta!,639500,https://www.wimoveis.com.br/propriedades/linda-casa!-qsc-19-taguatinga.-aceita-permuta!-2941845988.html,False
Condomínio Solar De Brasilia,2900000,https://www.wimoveis.com.br/propriedades/condominio-solar-de-brasilia-2948443602.html,False
Condomínio Lago Sul. atendimento Whatsapp 981176914 Até 23 Horas.,1890000,https://www.wimoveis.com.br/propriedades/condominio-lago-sul.-atendimento-whatsapp-981176914-2949330655.html,False
Casa Alto Padrão - Alphaville,890000,https://www.wimoveis.com.br/propriedades/casa-alto-padrao-alphaville-2946295648.html,False
"Shis Qi 9 Esquina Raríssima, Localização Nobre",3500000,https://www.wimoveis.com.br/propriedades/shis-qi-9-esquina-rarissima-localizacao-nobre-2935914404.html,False
Casa Colônia Agrícola Samambaia,650000,https://www.wimoveis.com.br/propriedades/casa-colonia-agricola-samambaia-2949336305.html,False
Condomínio Ville Montagne - 450 m² - 4 Quartos - 3 Suítes - Lazer Completo!,1600000,https://www.wimoveis.com.br/propriedades/condominio-ville-montagne-450-m-sup2--4-quartos-2948773421.html,False
Shigs 711 Asa Sul Casa Térrea Reformada 4 Quartos 1 Suite,1150000,https://www.wimoveis.com.br/propriedades/shigs-711-asa-sul-casa-terrea-reformada-4-quartos-1-2946408815.html,False
Condomínio Solar Da Serra - 3 Quartos - 2 Suítes - Casa Linda E Aconchegante!,890000,https://www.wimoveis.com.br/propriedades/condominio-solar-da-serra-3-quartos-2-suites-2938015522.html,False
Casa A Venda / Quadra 13 / 3 Quartos / Churrasqueira / Garagem para 4 Carros / Sobradinho - Df,370000,https://www.wimoveis.com.br/propriedades/casa-a-venda-quadra-13-3-quartos-churrasqueira-2946868296.html,False
"Casa Com 5 Dormitórios à Venda, 994 m² Por R$2.800.000 - Setor De Habitações Individuais Norte",2800000,https://www.wimoveis.com.br/propriedades/casa-com-5-dormitorios-a-venda-994-m-sup2--por-2940132951.html,False
Casa A Venda / Condomínio Solar De Athenas / 4 Suítes / Churrasqueira / Piscina / Moderna / Alto Pad,1450000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-solar-de-athenas-4-suites-2945500419.html,False
"Casa Moderna Com 4 Quartos 4 Suítes 7 Banheiros 3 Vagas no Lago Sul Brasília, Df",6500000,https://www.wimoveis.com.br/propriedades/casa-moderna-com-4-quartos-4-suites-7-banheiros-3-2936694736.html,False
"Smpw 03 Lote 10 Mil M/2, 1.400 Área Construída,4 Suites, Piscina, + 5 Mil M/2 Área Verde",3800000,https://www.wimoveis.com.br/propriedades/smpw-03-lote-10-mil-m-2-1.400-area-construida-4-2945750627.html,False
Perfeita.,2700000,https://www.wimoveis.com.br/propriedades/perfeita.-2948235996.html,False
Shis Qi 5 - Lindíssima - Ponta De Qi,4500000,https://www.wimoveis.com.br/propriedades/shis-qi-5-lindissima-ponta-de-qi-2941298730.html,False
Casa A Venda Condomínio Parque Colorado,540000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-parque-colorado-2947670482.html,False
Smpw 3 - Magnífica Casa,2137000,https://www.wimoveis.com.br/propriedades/smpw-3-magnifica-casa-2948997127.html,False
Condomínio Jardim Botânico VI,730000,https://www.wimoveis.com.br/propriedades/condominio-jardim-botanico-vi-2948874974.html,False
Oportunidade - Casa - Aceita Financiamento,550000,https://www.wimoveis.com.br/propriedades/oportunidade-casa-aceita-financiamento-2937349144.html,False
Vende Urgente! Aceita Imóvel De Menor Valor E Carro,760000,https://www.wimoveis.com.br/propriedades/vende-urgente!-aceita-imovel-de-menor-valor-e-carro-2949491624.html,False
Casa - Ql 10 Lago Sul,12000000,https://www.wimoveis.com.br/propriedades/casa-ql-10-lago-sul-2947725499.html,False
Smpw Excelente Casa Lote De 2.500 m² + 20.000 m² De Área Verde,1800000,https://www.wimoveis.com.br/propriedades/smpw-excelente-casa-lote-de-2.500-m-sup2--20.000-2939961304.html,False
Shis Qi 15 * Lago Sul * 5 Suítes * 10 Vagas,11000000,https://www.wimoveis.com.br/propriedades/shis-qi-15-lago-sul-5-suites-10-vagas-2949134898.html,False
"Park Way, Smpw 26, Casa Nova Com 561 m² em Terreno De 3500 m², 05 Suítes, Lazer Completo, Frente A Epi",2060000,https://www.wimoveis.com.br/propriedades/park-way-smpw-26-casa-nova-com-561-m-sup2--em-2936271176.html,False
Smpw Quadra 22 Conjunto 02 Lote 10,1600000,https://www.wimoveis.com.br/propriedades/smpw-quadra-22-conjunto-02-lote-10-2945874553.html,False
"Shis Qi 29 – Casa Terreá Nova, 2 Quartos C/ 1 Suítes, Lt. 800 m² + 400 m Lago Sul",1100000,https://www.wimoveis.com.br/propriedades/shis-qi-29-casa-terrea-nova-2-quartos-c-1-suites-2942329370.html,False
"Shis Qi 09 - Muito Bem Localizada, Casa Com 4 Dormitórios - Lago Sul - Brasília/df",2990000,https://www.wimoveis.com.br/propriedades/shis-qi-09-muito-bem-localizada-casa-com-4-2940755452.html,False
"Casa Com 5 Dormitórios à Venda, 1000 m² Por R$4.000.000 - Lago Sul - Brasília/df",4000000,https://www.wimoveis.com.br/propriedades/casa-com-5-dormitorios-a-venda-1000-m-sup2--por-2948959911.html,False
Shis Ql 8 * Lago Sul * 4 Quartos * Reformada,8000000,https://www.wimoveis.com.br/propriedades/shis-ql-8-lago-sul-4-quartos-reformada-2948636703.html,False
Linda Casa Residencial Espaço Verde Ponte Alta Norte,550000,https://www.wimoveis.com.br/propriedades/linda-casa-residencial-espaco-verde-ponte-alta-norte-2949482581.html,False
"Casa Com 3 Dormitórios à Venda, 150 m² Por R$670.000 - Taguatinga Norte - Taguatinga/df",670000,https://www.wimoveis.com.br/propriedades/casa-com-3-dormitorios-a-venda-150-m-sup2--por-2948973076.html,False
