,nome,valor_venda,url
0,SHIS QI 28 PROJETO AGRADÁVEL - Whatsapp - José Furtado - (61) 98188-1206,2300000,https://www.wimoveis.com.br/propriedades/shis-qi-28-projeto-agradavel-whatsapp-jose-furtado-2941146801.html
1,LAGO SUL - 4Qts* 2 Sts - PROJETO ARQUITETÔNICO - MODERNA.,2490000,https://www.wimoveis.com.br/propriedades/lago-sul-4qts-2-sts-projeto-arquitetonico-2942789465.html
2,VENDO LINDA CASA ACEITO APTO NOROESTE ,2250000,https://www.wimoveis.com.br/propriedades/vendo-linda-casa-aceito-apto-noroeste-2940628365.html
3,CASA - VICENTE PIRES,850000,https://www.wimoveis.com.br/propriedades/casa-vicente-pires-2943621223.html
4,"QE 15 Laje, sótão, oportunidade!!! ",540000,https://www.wimoveis.com.br/propriedades/qe-15-laje-sotao-oportunidade!!!-2943597839.html
5,Lindo sobrado com 6 suítes em ParkWay quadra 27,2650000,https://www.wimoveis.com.br/propriedades/lindo-sobrado-com-6-suites-em-parkway-quadra-27-2942284339.html
6,Casa à venda - em Vicente Pires,900000,https://www.wimoveis.com.br/propriedades/casa-a-venda-em-vicente-pires-2943213610.html
7,Quadra SMPW 12,1600000,https://www.wimoveis.com.br/propriedades/quadra-smpw-12-2938072914.html
8, LINDO SOBRADO QND 21.ACEITA TROCA IMOVEL MENOR VALOR EM TAGUATINGA,1200000,https://www.wimoveis.com.br/propriedades/lindo-sobrado-qnd-21.aceita-troca-imovel-menor-valor-2943420541.html
9,QE 20 Guará I 3 Quartos,677500,https://www.wimoveis.com.br/propriedades/qe-20-guara-i-3-quartos-2943733429.html
10,"SHIS QI 03, Casa com 4 quartos à venda, Lago Sul, Brasília/DF",2100000,https://www.wimoveis.com.br/propriedades/shis-qi-03-casa-com-4-quartos-a-venda-lago-sul-2941323677.html
11,Casa a venda Condomínio  Bem Estar / 03 Quartos / Setor Habitacional Contagem Sobradinho DF / Churra,265000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-bem-estar-03-quartos-2941341570.html
12,LINDA CASA PARA COMPRAR NO COND. SOLAR DE BRASILIA 2 ,1300000,https://www.wimoveis.com.br/propriedades/linda-casa-para-comprar-no-cond.-solar-de-brasilia-2-2941423568.html
13,QE 32 Guara II 3 Quartos,677500,https://www.wimoveis.com.br/propriedades/qe-32-guara-ii-3-quartos-2943733433.html
14,QNA - 08 - Lindo sobrado com 5 suítes !,795000,https://www.wimoveis.com.br/propriedades/qna-08-lindo-sobrado-com-5-suites-!-2943281144.html
15,SMPW Quadra 18,1890000,https://www.wimoveis.com.br/propriedades/smpw-quadra-18-2934533445.html
16,"Casa a venda, 3 quartos, 1 suíte, varandão, Cond. Mansões Colorado ",400000,https://www.wimoveis.com.br/propriedades/casa-a-venda-3-quartos-1-suite-varandao-cond.-2943707054.html
17,"Casa, Nova E Moderna, 4 Quartos Sendo 4 Suítes",1950000,https://www.wimoveis.com.br/propriedades/casa-nova-e-moderna-4-quartos-sendo-4-suites-2940752153.html
18,SMPW - Vendo Linda casa térrea ALTO PADRÃO - 4 Suítes - NOVA,2550000,https://www.wimoveis.com.br/propriedades/smpw-vendo-linda-casa-terrea-alto-padrao-4-suites-2941103802.html
19,Casa Nova 4 Quartos (suítes) C. Quintas do Sol Quadra 05 - Jardim botânico - DF ,920000,https://www.wimoveis.com.br/propriedades/casa-nova-4-quartos-suites-c.-quintas-do-sol-quadra-2941614235.html
